tmdbId,movieId
862.0,1
8844.0,2
15602.0,3
31357.0,4
11862.0,5
949.0,6
11860.0,7
45325.0,8
9091.0,9
710.0,10
9087.0,11
12110.0,12
21032.0,13
10858.0,14
1408.0,15
524.0,16
4584.0,17
5.0,18
9273.0,19
11517.0,20
8012.0,21
1710.0,22
9691.0,23
12665.0,24
451.0,25
16420.0,26
9263.0,27
17015.0,28
902.0,29
37557.0,30
9909.0,31
63.0,32
78802.0,33
9598.0,34
47018.0,35
687.0,36
139405.0,37
33689.0,38
9603.0,39
34615.0,40
31174.0,41
11443.0,42
35196.0,43
9312.0,44
577.0,45
11861.0,46
807.0,47
10530.0,48
8391.0,49
629.0,50
117164.0,51
11448.0,52
49133.0,53
26441.0,54
97406.0,55
124057.0,56
9089.0,57
11010.0,58
99040.0,59
11359.0,60
17182.0,61
2054.0,62
10607.0,63
19760.0,64
9536.0,65
11525.0,66
40628.0,67
4482.0,68
10634.0,69
755.0,70
11859.0,71
28387.0,72
48750.0,73
20927.0,74
36929.0,75
9102.0,76
124626.0,77
27526.0,78
9623.0,79
46785.0,80
400.0,81
880.0,82
146599.0,83
188588.0,84
8447.0,85
10534.0,86
17414.0,87
13997.0,88
2086.0,89
61548.0,90
9095.0,92
12158.0,93
9283.0,94
9208.0,95
40154.0,96
406.0,97
45549.0,98
63076.0,99
11062.0,100
13685.0,101
47475.0,102
2045.0,103
9614.0,104
688.0,105
11907.0,106
10874.0,107
89333.0,108
96357.0,109
197.0,110
103.0,111
33542.0,112
43566.0,113
71754.0,114
43612.0,115
51352.0,116
16934.0,117
10324.0,118
78406.0,119
55731.0,120
32119.0,121
11066.0,122
11104.0,123
37975.0,124
2074.0,125
27793.0,126
44284.0,127
290157.0,128
110972.0,129
32622.0,130
73067.0,131
11863.0,132
55475.0,133
124636.0,134
9101.0,135
123360.0,136
5757.0,137
39428.0,138
124639.0,139
9302.0,140
11000.0,141
525153.0,142
249882.0,143
16388.0,144
9737.0,145
30765.0,146
10474.0,147
22279.0,148
30157.0,149
568.0,150
11780.0,151
34996.0,152
414.0,153
649.0,154
1873.0,155
5894.0,156
1775.0,157
8839.0,158
20649.0,159
10329.0,160
8963.0,161
26564.0,162
8068.0,163
8512.0,164
1572.0,165
13552.0,166
259209.0,167
6520.0,168
9073.0,169
10428.0,170
17447.0,171
9886.0,172
9482.0,173
19326.0,174
9344.0,175
9071.0,176
8973.0,177
15730.0,178
47608.0,179
2293.0,180
9070.0,181
68274.0,182
48787.0,183
34574.0,184
1642.0,185
11472.0,186
36196.0,187
11980.0,188
58372.0,189
32646.0,190
10533.0,191
56088.0,192
10802.0,193
10149.0,194
18402.0,195
9348.0,196
139408.0,197
281.0,198
5967.0,199
79593.0,200
47939.0,201
36834.0,202
9090.0,203
3512.0,204
52856.0,205
77350.0,206
9560.0,207
9804.0,208
31611.0,209
65796.0,210
49805.0,211
26258.0,212
50797.0,213
19155.0,214
76.0,215
11017.0,216
37141.0,217
9382.0,218
6715.0,219
18256.0,220
22625.0,222
2292.0,223
1909.0,224
8984.0,225
61813.0,226
4954.0,227
62488.0,228
10531.0,229
11929.0,230
8467.0,231
10451.0,232
20156.0,233
18395.0,234
522.0,235
397.0,236
10525.0,237
27985.0,238
15789.0,239
27303.0,240
21183.0,241
10954.0,242
47867.0,243
43475.0,244
72031.0,245
14275.0,246
1024.0,247
17207.0,248
13701.0,249
14819.0,250
32631.0,251
11777.0,252
628.0,253
87729.0,254
18713.0,255
6280.0,256
9061.0,257
37108.0,258
6071.0,259
11.0,260
9587.0,261
19101.0,262
49980.0,263
17961.0,264
18183.0,265
4476.0,266
11008.0,267
47504.0,268
32325.0,269
43742.0,270
28313.0,271
11318.0,272
3036.0,273
40490.0,274
24070.0,275
8986.0,276
10510.0,277
17402.0,278
38722.0,279
8438.0,280
11593.0,281
1945.0,282
39310.0,283
109560.0,284
56428.0,285
63105.0,286
131957.0,287
241.0,288
9058.0,289
527.0,290
6950.0,292
101.0,293
63020.0,294
2307.0,295
680.0,296
41478.0,297
25296.0,298
40156.0,299
11450.0,300
30304.0,301
10452.0,302
12106.0,303
161495.0,304
3586.0,305
110.0,306
108.0,307
109.0,308
159185.0,309
36357.0,310
92769.0,311
28033.0,312
22586.0,313
14334.0,314
2636.0,315
2164.0,316
11395.0,317
278.0,318
9905.0,319
87078.0,320
12527.0,321
20306.0,322
36614.0,324
27993.0,325
31439.0,326
9067.0,327
9059.0,328
193.0,329
25066.0,330
46797.0,331
12122.0,332
11381.0,333
32636.0,334
36141.0,335
95963.0,336
1587.0,337
9271.0,338
2064.0,339
19855.0,340
60855.0,341
236.0,342
48287.0,343
3049.0,344
2759.0,345
12635.0,346
10497.0,347
11382.0,348
9331.0,349
10731.0,350
10464.0,351
34152.0,352
9495.0,353
29973.0,354
888.0,355
13.0,356
712.0,357
16295.0,358
48992.0,359
10879.0,360
10660.0,361
10714.0,362
41647.0,363
8587.0,364
1689.0,365
11596.0,366
854.0,367
9359.0,368
23333.0,369
36593.0,370
12280.0,371
2788.0,372
10427.0,373
11011.0,374
49803.0,375
8987.0,376
1637.0,377
15128.0,378
8831.0,379
36955.0,380
10449.0,381
10395.0,382
12160.0,383
40480.0,384
52038.0,385
29444.0,386
26352.0,387
39953.0,388
41580.0,389
315.0,390
22067.0,391
18242.0,392
11667.0,393
32502.0,394
267188.0,395
28732.0,396
75555.0,397
42981.0,398
278939.0,399
291731.0,400
226229.0,401
203119.0,402
172923.0,403
316098.0,404
8011.0,405
171857.0,406
2654.0,407
18069.0,408
19092.0,409
2758.0,410
38129.0,411
10436.0,412
13595.0,413
46094.0,414
9409.0,415
11853.0,416
16771.0,417
46924.0,418
11041.0,419
306.0,420
14522.0,421
26203.0,422
178.0,423
19819.0,424
57834.0,425
4722.0,426
18215.0,427
1607.0,428
26391.0,429
117553.0,430
6075.0,431
11310.0,432
18658.0,433
9350.0,434
9612.0,435
2124.0,436
26261.0,437
19176.0,438
49299.0,439
11566.0,440
9571.0,441
9739.0,442
24257.0,443
34444.0,444
26141.0,445
10997.0,446
50463.0,447
10443.0,448
20239.0,449
16297.0,450
18551.0,451
25440.0,452
9024.0,453
37233.0,454
1634.0,455
13815.0,456
5503.0,457
35588.0,458
2087.0,459
41579.0,460
18620.0,461
41006.0,462
4916.0,463
2019.0,464
31642.0,465
9255.0,466
26271.0,467
10612.0,468
2259.0,469
16097.0,470
11934.0,471
106143.0,472
12475.0,473
9386.0,474
7984.0,475
59930.0,476
15765.0,477
31643.0,478
6.0,479
329.0,480
10909.0,481
507.0,482
34024.0,483
29918.0,484
9593.0,485
42580.0,486
22317.0,487
1413.0,488
12121.0,489
2246.0,490
10502.0,491
10440.0,492
9516.0,493
2320.0,494
5879.0,495
83718.0,496
11971.0,497
2625.0,498
31911.0,499
788.0,500
21450.0,501
11231.0,502
41588.0,503
10447.0,504
31586.0,505
9300.0,506
9559.0,507
9800.0,508
713.0,509
8291.0,510
18133.0,511
25557.0,512
22588.0,513
10872.0,514
1245.0,515
11858.0,516
7007.0,517
10467.0,518
5550.0,519
8005.0,520
2088.0,521
10412.0,522
47889.0,523
14534.0,524
56583.0,525
41878.0,526
424.0,527
35233.0,528
14291.0,529
103413.0,530
11236.0,531
11592.0,532
8850.0,533
10445.0,534
695.0,535
43535.0,536
12519.0,537
23210.0,538
858.0,539
867.0,540
78.0,541
13203.0,542
10442.0,543
11074.0,544
9607.0,546
17585.0,547
9057.0,548
20967.0,549
10635.0,550
9479.0,551
10057.0,552
11969.0,553
41590.0,554
319.0,555
26408.0,556
15139.0,558
161158.0,559
218473.0,560
85247.0,561
11446.0,562
